ts_serveur,ts_epoch,ip_source,device,type,os,transport,node_id,seq,uptime_ms,cpu_usage_pct,free_heap_bytes,stack_usage_pct,active_threads,battery_mv,energy_proxy,sleep_ratio_pct,signal_dbm,last_send_duration_ms,bytes_tx,bytes_rx,transport_errors,coap_retransmissions,tx_success_rate,consecutive_failures,reset_count,update_count,status
2026-09-05T16:56:59.807115+00:00,1788627419.807115,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,440,923673,13,65536,34,1,3700,34897,95,-57,12,34719,178,0,0,100,0,1,0,ok
2026-09-05T16:57:05.252983+00:00,1788627425.252983,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,443,926367,4,65536,34,1,4065,19879,95,-50,11,19777,102,0,0,100,0,1,0,ok
2026-09-05T16:57:07.828877+00:00,1788627427.828877,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,444,931696,9,65536,34,1,3700,35290,95,-57,13,35110,180,0,0,100,0,1,0,ok
2026-09-05T16:57:12.374539+00:00,1788627432.374539,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,211,939394,11,65536,34,1,3352,5565,94,-48,13,5537,28,0,0,100,0,1,0,ok
2026-09-05T16:57:13.138050+00:00,1788627433.13805,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,446,945901,12,65536,30,1,3578,43416,94,-36,13,43194,222,0,0,100,0,1,0,ok
2026-09-05T16:57:27.673312+00:00,1788627447.673312,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,454,957636,9,65536,34,1,3881,32161,94,-49,13,31999,162,0,0,100,0,1,0,ok
2026-09-05T16:57:27.864777+00:00,1788627447.864777,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,454,951729,20,65536,34,1,3699,35683,95,-54,11,35501,182,0,0,100,0,1,0,ok
2026-09-05T16:57:29.183977+00:00,1788627449.183977,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,454,961947,8,65536,30,1,3578,43808,94,-34,12,43584,224,0,0,100,0,1,0,ok
2026-09-05T16:57:29.688826+00:00,1788627449.688826,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,455,959651,12,65536,34,1,3880,32559,94,-48,11,32395,164,0,0,100,0,1,0,ok
2026-09-05T16:57:31.704241+00:00,1788627451.704241,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,456,961667,15,65536,34,1,3880,32957,94,-48,11,32791,166,0,0,100,0,1,0,ok
2026-09-05T16:57:35.319533+00:00,1788627455.319533,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,458,956410,3,65536,34,1,4064,20270,95,-51,11,20166,104,0,0,100,0,1,0,ok
2026-09-05T16:57:35.721741+00:00,1788627455.721741,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,458,965684,12,65536,34,1,3880,33355,94,-49,12,33187,168,0,0,100,0,1,0,ok
2026-09-05T16:57:41.222915+00:00,1788627461.222915,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,460,973985,14,65536,30,1,3578,44200,94,-34,12,43974,226,0,0,100,0,1,0,ok
2026-09-05T16:57:41.338625+00:00,1788627461.338625,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,461,962452,6,65536,34,1,4064,20661,95,-51,34,20555,106,0,0,100,0,1,0,ok
2026-09-05T16:57:43.241260+00:00,1788627463.24126,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,461,976004,18,65536,30,1,3578,44592,94,-34,13,44364,228,0,0,100,0,1,0,ok
2026-09-05T16:57:45.897333+00:00,1788627465.897333,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,463,969763,11,65536,34,1,3699,36076,95,-55,13,35892,184,0,0,100,0,1,0,ok
2026-09-05T16:57:47.264043+00:00,1788627467.264043,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,463,980027,14,65536,30,1,3577,44984,94,-34,13,44754,230,0,0,100,0,1,0,ok
2026-09-05T16:57:51.364785+00:00,1788627471.364785,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,466,972475,3,65536,34,1,4064,21053,95,-50,11,20945,108,0,0,100,0,1,0,ok
2026-09-05T16:57:51.916145+00:00,1788627471.916145,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,466,975783,8,65536,34,1,3699,36469,95,-56,12,36283,186,0,0,100,0,1,0,ok
2026-09-05T16:57:53.291566+00:00,1788627473.291566,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,466,986054,10,65536,30,1,3577,45376,94,-33,12,45144,232,0,0,100,0,1,0,ok
2026-09-05T16:57:57.758469+00:00,1788627477.758469,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,469,987719,16,65536,34,1,3880,33753,94,-50,11,33583,170,0,0,100,0,1,0,ok
2026-09-05T16:58:01.776497+00:00,1788627481.776497,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,471,991738,13,65536,34,1,3880,34151,94,-49,12,33979,172,0,0,100,0,1,0,ok
2026-09-05T16:58:03.941399+00:00,1788627483.941399,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,472,987808,11,65536,34,1,3698,36862,95,-53,11,36674,188,0,0,100,0,1,0,ok
2026-09-05T16:58:05.330694+00:00,1788627485.330694,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,472,998093,7,65536,30,1,3577,45768,94,-36,12,45534,234,0,0,100,0,1,0,ok
2026-09-05T16:58:09.353287+00:00,1788627489.353287,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,474,1002116,4,65536,30,1,3577,46160,94,-35,13,45924,236,0,0,100,0,1,0,ok
2026-09-05T16:58:11.962398+00:00,1788627491.962398,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,476,995828,8,65536,34,1,3698,37255,95,-53,11,37065,190,0,0,100,0,1,0,ok
2026-09-05T16:58:15.979805+00:00,1788627495.979805,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,478,999846,12,65536,34,1,3698,37648,95,-53,12,37456,192,0,0,100,0,1,0,ok
2026-09-05T16:58:17.384296+00:00,1788627497.384296,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,478,1010147,7,65536,30,1,3577,46552,94,-35,13,46314,238,0,0,100,0,1,0,ok
2026-09-05T16:58:19.999892+00:00,1788627499.999892,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,480,1003863,9,65536,34,1,3698,38041,95,-54,11,37847,194,0,0,100,0,1,0,ok
2026-09-05T16:58:21.408970+00:00,1788627501.40897,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,481,1002521,3,65536,34,1,4063,21444,95,-50,14,21334,110,0,0,100,0,1,0,ok
2026-09-05T16:58:23.813489+00:00,1788627503.813489,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,482,1013773,10,65536,34,1,3879,34549,94,-50,12,34375,174,0,0,100,0,1,0,ok
2026-09-05T16:58:24.016569+00:00,1788627504.016569,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,482,1007883,21,65536,34,1,3698,38434,95,-54,14,38238,196,0,0,100,0,1,0,ok
2026-09-05T16:58:26.034891+00:00,1788627506.034891,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,483,1009897,17,65536,34,1,3698,38827,95,-55,11,38629,198,0,0,100,0,1,0,ok
2026-09-05T16:58:29.430414+00:00,1788627509.430414,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,485,1010542,6,65536,34,1,4063,21835,95,-52,11,21723,112,0,0,100,0,1,0,ok
2026-09-05T16:58:30.051682+00:00,1788627510.051682,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,485,1013917,12,65536,34,1,3698,39220,95,-54,14,39020,200,0,0,100,0,1,0,ok
2026-09-05T16:58:33.431742+00:00,1788627513.431742,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,486,1026193,20,65536,30,1,3576,46944,94,-34,12,46704,240,0,0,100,0,1,0,ok
2026-09-05T16:58:40.075506+00:00,1788627520.075506,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,490,1023940,9,65536,34,1,3697,39613,95,-58,11,39411,202,0,0,100,0,1,0,ok
2026-09-05T16:58:45.461300+00:00,1788627525.4613,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,493,1026572,3,65536,34,1,4063,22226,95,-52,12,22112,114,0,0,100,0,1,0,ok
2026-09-05T16:58:48.097068+00:00,1788627528.097068,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,494,1031962,6,65536,34,1,3697,40006,95,-57,11,39802,204,0,0,100,0,1,0,ok
2026-09-05T16:58:51.482891+00:00,1788627531.482891,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,495,1044245,11,65536,30,1,3576,47336,94,-35,14,47094,242,0,0,100,0,1,0,ok
2026-09-05T16:58:52.113895+00:00,1788627532.113895,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,496,1035979,10,65536,34,1,3697,40399,95,-57,12,40193,206,0,0,100,0,1,0,ok
2026-09-05T16:58:53.858367+00:00,1788627533.858367,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,497,1043819,8,65536,34,1,3879,34947,95,-52,12,34771,176,0,0,100,0,1,0,ok
2026-09-05T16:58:58.133267+00:00,1788627538.133267,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,499,1041998,7,65536,34,1,3697,40792,95,-57,10,40584,208,0,0,100,0,1,0,ok
2026-09-05T16:58:59.488882+00:00,1788627539.488882,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,500,1040600,6,65536,34,1,4063,22617,95,-50,11,22501,116,0,0,100,0,1,0,ok
2026-09-05T16:58:59.513537+00:00,1788627539.513537,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,499,1052275,8,65536,30,1,3576,47728,94,-35,12,47484,244,0,0,100,0,1,0,ok
2026-09-05T16:59:01.531989+00:00,1788627541.531989,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,500,1054294,16,65536,30,1,3576,48120,94,-34,13,47874,246,0,0,100,0,1,0,ok
2026-09-05T16:59:05.556173+00:00,1788627545.556173,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,502,1058316,12,65536,30,1,3576,48512,94,-35,12,48264,248,0,0,100,0,1,0,ok
2026-09-05T16:59:17.595201+00:00,1788627557.595201,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,508,1070357,9,65536,30,1,3575,48904,94,-34,14,48654,250,0,0,100,0,1,0,ok
2026-09-05T16:59:21.524118+00:00,1788627561.524118,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,511,1062635,3,65536,34,1,4062,23008,95,-50,11,22890,118,0,0,100,0,1,0,ok
2026-09-05T16:59:23.903397+00:00,1788627563.903397,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,512,1073863,8,65536,34,1,3878,35345,95,-50,12,35167,178,0,0,100,0,1,0,ok
2026-09-05T16:59:27.632120+00:00,1788627567.63212,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,513,1080392,6,65536,30,1,3575,49296,94,-34,12,49044,252,0,0,100,0,1,0,ok
2026-09-05T16:59:28.178248+00:00,1788627568.178248,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,514,1072042,10,65536,34,1,3696,41185,95,-55,11,40975,210,0,0,100,0,1,0,ok
2026-09-05T16:59:29.651199+00:00,1788627569.651199,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,514,1082413,9,65536,30,1,3575,49688,94,-34,14,49434,254,0,0,100,0,1,0,ok
2026-09-05T16:59:31.547347+00:00,1788627571.547347,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,516,1072658,9,65536,34,1,4062,23399,96,-51,10,23279,120,0,0,100,0,1,0,ok
2026-09-05T16:59:31.674039+00:00,1788627571.674039,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,515,1084432,12,65536,30,1,3575,50080,94,-34,12,49824,256,0,0,100,0,1,0,ok
2026-09-05T16:59:31.924655+00:00,1788627571.924655,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,516,1081884,11,65536,34,1,3878,35743,95,-50,11,35563,180,0,0,100,0,1,0,ok
2026-09-05T16:59:37.566310+00:00,1788627577.56631,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,519,1078677,6,65536,34,1,4062,23790,96,-50,12,23668,122,0,0,100,0,1,0,ok
2026-09-05T16:59:37.700010+00:00,1788627577.70001,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,518,1090462,9,65536,30,1,3575,50473,94,-34,16,50215,258,0,0,100,0,1,0,ok
2026-09-05T16:59:38.203302+00:00,1788627578.203302,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,519,1082066,17,65536,34,1,3696,41578,95,-55,12,41366,212,0,0,100,0,1,0,ok
2026-09-05T16:59:42.445661+00:00,1788627582.445661,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,226,1089461,8,65536,34,1,3351,5964,95,-47,11,5934,30,0,0,100,0,1,0,ok
2026-09-05T16:59:43.950541+00:00,1788627583.950541,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,522,1093910,19,65536,34,1,3878,36141,95,-50,11,35959,182,0,0,100,0,1,0,ok
2026-09-05T16:59:45.733155+00:00,1788627585.733155,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,522,1098493,21,65536,30,1,3575,50866,94,-33,12,50606,260,0,0,100,0,1,0,ok
2026-09-05T16:59:50.229162+00:00,1788627590.229162,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,525,1094093,11,65536,34,1,3696,41971,95,-55,12,41757,214,0,0,100,0,1,0,ok
2026-09-05T16:59:51.593770+00:00,1788627591.59377,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,526,1092704,3,65536,34,1,4062,24181,96,-50,11,24057,124,0,0,100,0,1,0,ok
2026-09-05T16:59:51.759012+00:00,1788627591.759012,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,525,1104521,15,65536,30,1,3574,51259,94,-32,14,50997,262,0,0,100,0,1,0,ok
2026-09-05T16:59:53.973799+00:00,1788627593.973799,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,527,1103933,12,65536,34,1,3877,36539,95,-52,11,36355,184,0,0,100,0,1,0,ok
2026-09-05T16:59:59.994512+00:00,1788627599.994512,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,530,1109952,9,65536,34,1,3877,36937,95,-51,11,36751,186,0,0,100,0,1,0,ok
2026-09-05T17:00:02.254281+00:00,1788627602.254281,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,531,1106118,8,65536,34,1,3696,42364,95,-55,11,42148,216,0,0,100,0,1,0,ok
2026-09-05T17:00:03.799024+00:00,1788627603.799024,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,531,1116559,10,65536,30,1,3574,51652,94,-33,12,51388,264,0,0,100,0,1,0,ok
2026-09-05T17:00:10.277707+00:00,1788627610.277707,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,535,1114139,5,65536,34,1,3696,42757,95,-55,12,42539,218,0,0,100,0,1,0,ok
2026-09-05T17:00:11.830768+00:00,1788627611.830768,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,535,1124592,21,65536,30,1,3574,52045,94,-32,14,51779,266,0,0,100,0,1,0,ok
2026-09-05T17:00:12.020026+00:00,1788627612.020026,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,536,1121979,17,65536,34,1,3877,37335,95,-50,12,37147,188,0,0,100,0,1,0,ok
2026-09-05T17:00:16.036880+00:00,1788627616.03688,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,538,1125996,14,65536,34,1,3877,37733,95,-50,11,37543,190,0,0,100,0,1,0,ok
2026-09-05T17:00:17.858739+00:00,1788627617.858739,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,538,1130620,14,65536,30,1,3574,52438,94,-32,14,52170,268,0,0,100,0,1,0,ok
2026-09-05T17:00:20.054819+00:00,1788627620.054819,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,540,1130013,20,65536,34,1,3877,38131,95,-50,12,37939,192,0,0,100,0,1,0,ok
2026-09-05T17:00:21.639419+00:00,1788627621.639419,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,541,1122748,4,65536,34,1,4061,24572,96,-49,10,24446,126,0,0,100,0,1,0,ok
2026-09-05T17:00:21.881750+00:00,1788627621.88175,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,540,1134642,11,65536,30,1,3573,52831,95,-32,12,52561,270,0,0,100,0,1,0,ok
2026-09-05T17:00:22.303009+00:00,1788627622.303009,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,541,1126166,8,65536,34,1,3695,43150,95,-55,13,42930,220,0,0,100,0,1,0,ok
2026-09-05T17:00:24.073291+00:00,1788627624.073291,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,542,1134030,17,65536,34,1,3876,38529,95,-50,11,38335,194,0,0,100,0,1,0,ok
2026-09-05T17:00:27.909697+00:00,1788627627.909697,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,543,1140669,8,65536,30,1,3573,53224,95,-33,13,52952,272,0,0,100,0,1,0,ok
2026-09-05T17:00:28.094860+00:00,1788627628.09486,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,544,1138048,14,65536,34,1,3876,38927,95,-49,12,38731,196,0,0,100,0,1,0,ok
2026-09-05T17:00:34.113730+00:00,1788627634.11373,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,547,1144072,11,65536,34,1,3876,39325,95,-48,15,39127,198,0,0,100,0,1,0,ok
2026-09-05T17:00:34.329237+00:00,1788627634.329237,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,547,1138192,19,65536,34,1,3695,43543,95,-55,11,43321,222,0,0,100,0,1,0,ok
2026-09-05T17:00:36.345118+00:00,1788627636.345118,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,548,1140207,15,65536,34,1,3695,43936,95,-54,12,43712,224,0,0,100,0,1,0,ok
2026-09-05T17:00:37.949157+00:00,1788627637.949157,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,548,1150705,5,65536,30,1,3573,53617,95,-33,14,53343,274,0,0,100,0,1,0,ok
2026-09-05T17:00:40.363257+00:00,1788627640.363257,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,550,1144225,27,65536,34,1,3695,44329,95,-54,13,44103,226,0,0,100,0,1,0,ok
2026-09-05T17:00:41.979406+00:00,1788627641.979406,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,550,1154741,8,65536,30,1,3573,54010,95,-32,26,53734,276,0,0,100,0,1,0,ok
2026-09-05T17:00:42.135597+00:00,1788627642.135597,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,551,1152093,18,65536,34,1,3876,39723,95,-51,11,39523,200,0,0,100,0,1,0,ok
2026-09-05T17:00:46.154432+00:00,1788627646.154432,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,553,1156110,14,65536,34,1,3876,40121,95,-50,12,39919,202,0,0,100,0,1,0,ok
2026-09-05T17:00:46.384065+00:00,1788627646.384065,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,553,1150245,16,65536,34,1,3695,44723,95,-54,12,44495,228,0,0,100,0,1,0,ok
2026-09-05T17:00:51.685004+00:00,1788627651.685004,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,556,1152793,3,65536,34,1,4061,24963,96,-50,13,24835,128,0,0,100,0,1,0,ok
2026-09-05T17:00:52.402908+00:00,1788627652.402908,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,556,1156266,11,65536,34,1,3694,45116,95,-54,12,44886,230,0,0,100,0,1,0,ok
2026-09-05T17:00:54.017722+00:00,1788627654.017722,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,556,1166779,4,65536,30,1,3573,54404,95,-34,12,54126,278,0,0,100,0,1,0,ok
2026-09-05T17:00:54.175854+00:00,1788627654.175854,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,557,1164133,11,65536,34,1,3876,40519,95,-50,13,40315,204,0,0,100,0,1,0,ok
2026-09-05T17:01:00.045880+00:00,1788627660.04588,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,559,1172805,7,65536,30,1,3573,54797,95,-33,12,54517,280,0,0,100,0,1,0,ok
2026-09-05T17:01:04.430218+00:00,1788627664.430218,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,562,1168292,7,65536,34,1,3694,45509,96,-56,13,45277,232,0,0,100,0,1,0,ok
2026-09-05T17:01:12.084838+00:00,1788627672.084838,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,565,1184845,4,65536,30,1,3572,55190,95,-35,14,54908,282,0,0,100,0,1,0,ok
2026-09-05T17:01:12.207434+00:00,1788627672.207434,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,566,1182164,15,65536,34,1,3875,40917,95,-50,11,40711,206,0,0,100,0,1,0,ok
2026-09-05T17:01:18.113889+00:00,1788627678.113889,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,568,1190872,8,65536,30,1,3572,55583,95,-36,13,55299,284,0,0,100,0,1,0,ok
2026-09-05T17:01:21.729331+00:00,1788627681.729331,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,571,1182837,3,65536,34,1,4061,25354,96,-50,11,25224,130,0,0,100,0,1,0,ok
2026-09-05T17:01:22.234885+00:00,1788627682.234885,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,571,1192188,12,65536,34,1,3875,41315,95,-50,11,41107,208,0,0,100,0,1,0,ok
2026-09-05T17:01:23.744250+00:00,1788627683.74425,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,572,1184852,7,65536,34,1,4060,25745,96,-49,11,25613,132,0,0,100,0,1,0,ok
2026-09-05T17:01:28.470553+00:00,1788627688.470553,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,574,1192330,4,65536,34,1,3694,45902,96,-55,11,45668,234,0,0,100,0,1,0,ok
2026-09-05T17:01:31.765746+00:00,1788627691.765746,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,576,1192874,4,65536,34,1,4060,26136,96,-49,11,26002,134,0,0,100,0,1,0,ok
2026-09-05T17:01:32.156281+00:00,1788627692.156281,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,575,1204917,19,65536,30,1,3572,55976,95,-36,15,55690,286,0,0,100,0,1,0,ok
2026-09-05T17:01:34.490761+00:00,1788627694.490761,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,577,1198352,8,65536,34,1,3694,46295,96,-53,13,46059,236,0,0,100,0,1,0,ok
2026-09-05T17:01:35.783094+00:00,1788627695.783094,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,578,1196891,9,65536,34,1,4060,26527,96,-50,11,26391,136,0,0,100,0,1,0,ok
2026-09-05T17:01:38.264183+00:00,1788627698.264183,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,579,1208220,17,65536,34,1,3875,41713,95,-52,14,41503,210,0,0,100,0,1,0,ok
2026-09-05T17:01:42.190229+00:00,1788627702.190229,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,580,1214951,10,65536,30,1,3572,56369,95,-36,12,56081,288,0,0,100,0,1,0,ok
2026-09-05T17:01:42.280857+00:00,1788627702.280857,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,581,1212237,13,65536,34,1,3874,42111,95,-53,11,41899,212,0,0,100,0,1,0,ok
2026-09-05T17:01:43.804565+00:00,1788627703.804565,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,582,1204912,6,65536,34,1,4060,26918,96,-50,12,26780,138,0,0,100,0,1,0,ok
2026-09-05T17:01:49.823601+00:00,1788627709.823601,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,585,1210932,9,65536,34,1,4060,27309,96,-50,13,27169,140,0,0,100,0,1,0,ok
2026-09-05T17:01:50.303825+00:00,1788627710.303825,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,585,1220258,10,65536,34,1,3874,42509,95,-51,11,42295,214,0,0,100,0,1,0,ok
2026-09-05T17:01:52.224354+00:00,1788627712.224354,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,585,1224985,7,65536,30,1,3572,56762,95,-37,12,56472,290,0,0,100,0,1,0,ok
2026-09-05T17:01:56.247824+00:00,1788627716.247824,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,587,1229008,11,65536,30,1,3571,57155,95,-34,13,56863,292,0,0,100,0,1,0,ok
2026-09-05T17:01:57.846539+00:00,1788627717.846539,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,589,1218952,6,65536,34,1,4060,27700,96,-49,11,27558,142,0,0,100,0,1,0,ok
2026-09-05T17:02:04.278957+00:00,1788627724.278957,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,591,1237039,8,65536,30,1,3571,57548,95,-34,13,57254,294,0,0,100,0,1,0,ok
2026-09-05T17:02:04.535608+00:00,1788627724.535608,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,592,1228397,6,65536,34,1,3693,46688,96,-52,12,46450,238,0,0,100,0,1,0,ok
2026-09-05T17:02:06.298586+00:00,1788627726.298586,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,592,1239058,11,65536,30,1,3571,57941,95,-34,13,57645,296,0,0,100,0,1,0,ok
2026-09-05T17:02:08.552684+00:00,1788627728.552684,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,594,1232414,12,65536,34,1,3693,47081,96,-54,12,46841,240,0,0,100,0,1,0,ok
2026-09-05T17:02:10.323540+00:00,1788627730.32354,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,594,1243082,22,65536,30,1,3571,58334,95,-35,14,58036,298,0,0,100,0,1,0,ok
2026-09-05T17:02:10.338553+00:00,1788627730.338553,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,595,1240294,13,65536,34,1,3874,42907,95,-53,13,42691,216,0,0,100,0,1,0,ok
2026-09-05T17:02:10.567222+00:00,1788627730.567222,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,595,1234429,22,65536,34,1,3693,47474,96,-54,11,47232,242,0,0,100,0,1,0,ok
2026-09-05T17:02:12.517533+00:00,1788627732.517533,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,241,1239528,18,65536,34,1,3351,6363,96,-48,10,6331,32,0,0,100,0,1,0,ok
2026-09-05T17:02:16.586955+00:00,1788627736.586955,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,598,1240448,15,65536,34,1,3693,47867,96,-54,12,47623,244,0,0,100,0,1,0,ok
